pos,variable,label,col_type,levels,value_labels,etiquetas,valores
72,px17_2_4,"PX17.2.4.ActTur.Hicieron esqui, snowboard, u otro deporte de nieve",dbl+lbl,,,NS/NR,9
73,px17_2_5,"PX17.2.5.ActTur.Realizaron deportes de aventura como mountain bike, montanismo, rafting, travesías, ala delta, etc.",dbl+lbl,,,Si,1
73,px17_2_5,"PX17.2.5.ActTur.Realizaron deportes de aventura como mountain bike, montanismo, rafting, travesías, ala delta, etc.",dbl+lbl,,,No,2
73,px17_2_5,"PX17.2.5.ActTur.Realizaron deportes de aventura como mountain bike, montanismo, rafting, travesías, ala delta, etc.",dbl+lbl,,,NS/NR,9
74,px17_2_6,PX17.2.6.ActTur.Fueron a cazar y/o a pescar,dbl+lbl,,,Si,1
74,px17_2_6,PX17.2.6.ActTur.Fueron a cazar y/o a pescar,dbl+lbl,,,No,2
74,px17_2_6,PX17.2.6.ActTur.Fueron a cazar y/o a pescar,dbl+lbl,,,NS/NR,9
75,px17_2_7,PX17.2.7.ActTur.Fueron a ver algún espectáculo deportivo,dbl+lbl,,,Si,1
75,px17_2_7,PX17.2.7.ActTur.Fueron a ver algún espectáculo deportivo,dbl+lbl,,,No,2
75,px17_2_7,PX17.2.7.ActTur.Fueron a ver algún espectáculo deportivo,dbl+lbl,,,NS/NR,9
76,px17_2_8,PX17.2.8.ActTur.Asistieron a algun acto o festividad religiosa,dbl+lbl,,,Si,1
76,px17_2_8,PX17.2.8.ActTur.Asistieron a algun acto o festividad religiosa,dbl+lbl,,,No,2
76,px17_2_8,PX17.2.8.ActTur.Asistieron a algun acto o festividad religiosa,dbl+lbl,,,NS/NR,9
77,px17_2_9,"PX17.2.9.ActTur.Fueron al teatro, al cine, a ver conciertos o a recitales",dbl+lbl,,,Si,1
77,px17_2_9,"PX17.2.9.ActTur.Fueron al teatro, al cine, a ver conciertos o a recitales",dbl+lbl,,,No,2
77,px17_2_9,"PX17.2.9.ActTur.Fueron al teatro, al cine, a ver conciertos o a recitales",dbl+lbl,,,NS/NR,9
78,px17_2_10,"PX17.2.10.ActTur.Visitaron museos, monumentos, parques tematicos, zoologicos, etc.",dbl+lbl,,,Si,1
78,px17_2_10,"PX17.2.10.ActTur.Visitaron museos, monumentos, parques tematicos, zoologicos, etc.",dbl+lbl,,,No,2
78,px17_2_10,"PX17.2.10.ActTur.Visitaron museos, monumentos, parques tematicos, zoologicos, etc.",dbl+lbl,,,NS/NR,9
79,px17_2_11,"PX17.2.11.ActTur.Visitaron parques nacionales o provinciales, reservas, etc.",dbl+lbl,,,Si,1
79,px17_2_11,"PX17.2.11.ActTur.Visitaron parques nacionales o provinciales, reservas, etc.",dbl+lbl,,,No,2
79,px17_2_11,"PX17.2.11.ActTur.Visitaron parques nacionales o provinciales, reservas, etc.",dbl+lbl,,,NS/NR,9
80,px17_2_12,PX17.2.12.ActTur.Fueron a casinos o bingos,dbl+lbl,,,Si,1
80,px17_2_12,PX17.2.12.ActTur.Fueron a casinos o bingos,dbl+lbl,,,No,2
80,px17_2_12,PX17.2.12.ActTur.Fueron a casinos o bingos,dbl+lbl,,,NS/NR,9
81,px17_2_13,"PX17.2.13.ActTur.Salieron a la noche a discotecas, pubs, etc.",dbl+lbl,,,Si,1
81,px17_2_13,"PX17.2.13.ActTur.Salieron a la noche a discotecas, pubs, etc.",dbl+lbl,,,No,2
81,px17_2_13,"PX17.2.13.ActTur.Salieron a la noche a discotecas, pubs, etc.",dbl+lbl,,,NS/NR,9
82,px18_1,PX18.1.Eval.Transporte / acceso hacia el destino,dbl+lbl,,,Pésimo,1
82,px18_1,PX18.1.Eval.Transporte / acceso hacia el destino,dbl+lbl,,,Excelente,10
82,px18_1,PX18.1.Eval.Transporte / acceso hacia el destino,dbl+lbl,,,NS/NR,99
82,px18_1,PX18.1.Eval.Transporte / acceso hacia el destino,dbl+lbl,,,No usó,100
83,px18_2,PX18.2.Eval.Alojamiento,dbl+lbl,,,Pésimo,1
83,px18_2,PX18.2.Eval.Alojamiento,dbl+lbl,,,Excelente,10
83,px18_2,PX18.2.Eval.Alojamiento,dbl+lbl,,,NS/NR,99
83,px18_2,PX18.2.Eval.Alojamiento,dbl+lbl,,,No usó,100
84,px18_3,PX18.3.Eval.Servicio de gastronomía,dbl+lbl,,,Pésimo,1
84,px18_3,PX18.3.Eval.Servicio de gastronomía,dbl+lbl,,,Excelente,10
84,px18_3,PX18.3.Eval.Servicio de gastronomía,dbl+lbl,,,NS/NR,99
84,px18_3,PX18.3.Eval.Servicio de gastronomía,dbl+lbl,,,No usó,100
85,px18_4,PX18.4.Eval.Información turistica en destino,dbl+lbl,,,Pésimo,1
85,px18_4,PX18.4.Eval.Información turistica en destino,dbl+lbl,,,Excelente,10
85,px18_4,PX18.4.Eval.Información turistica en destino,dbl+lbl,,,NS/NR,99
85,px18_4,PX18.4.Eval.Información turistica en destino,dbl+lbl,,,No usó,100
86,px18_5,PX18.5.Eval.Higiene,dbl+lbl,,,Pésimo,1
86,px18_5,PX18.5.Eval.Higiene,dbl+lbl,,,Excelente,10
86,px18_5,PX18.5.Eval.Higiene,dbl+lbl,,,NS/NR,99
86,px18_5,PX18.5.Eval.Higiene,dbl+lbl,,,No usó,100
87,px18_6,PX18.6.Eval.Seguridad,dbl+lbl,,,Pésimo,1
87,px18_6,PX18.6.Eval.Seguridad,dbl+lbl,,,Excelente,10
87,px18_6,PX18.6.Eval.Seguridad,dbl+lbl,,,NS/NR,99
87,px18_6,PX18.6.Eval.Seguridad,dbl+lbl,,,No usó,100
88,px18_7,PX18.7.Eval.Viaje en general,dbl+lbl,,,Pésimo,1
88,px18_7,PX18.7.Eval.Viaje en general,dbl+lbl,,,Excelente,10
88,px18_7,PX18.7.Eval.Viaje en general,dbl+lbl,,,NS/NR,99
88,px18_7,PX18.7.Eval.Viaje en general,dbl+lbl,,,No usó,100
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,Pago todo el hogar,0
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,La mayor parte (mas del 60%),1
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,Aproximadamente la mitad (entre el 40% y el 60%),2
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,La menor parte (menos del 40%),3
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,No pago nada,4
89,px20,PX20.Parte de los gastos del viaje afrontados por el hogar,dbl+lbl,,,NS/NR,9
90,px21_res,PX21.Res.Gasto en Paquete Turistico: RESUMEN,dbl+lbl,,,El hogar utilizo Paquete turístico pero no tuvo gastos en el viaje,0
90,px21_res,PX21.Res.Gasto en Paquete Turistico: RESUMEN,dbl+lbl,,,El hogar utilizo Paquete turístico y respondio el gasto en PT,1
90,px21_res,PX21.Res.Gasto en Paquete Turistico: RESUMEN,dbl+lbl,,,El hogar utilizo Paquete turístico y NO respondio el gasto en PT,9
91,px21,PX21.Gasto en Paquete Turistico en Pesos (MONTO),dbl,,,NA,NA
92,px22_res,PX22.Res.Gasto Total del viaje: RESUMEN,dbl+lbl,,,El hogar no tuvo gastos en el viaje,0
92,px22_res,PX22.Res.Gasto Total del viaje: RESUMEN,dbl+lbl,,,El hogar respondió el MONTO del gasto en el viaje,1
92,px22_res,PX22.Res.Gasto Total del viaje: RESUMEN,dbl+lbl,,,El hogar respondió el TRAMO del gasto en el viaje,2
92,px22_res,PX22.Res.Gasto Total del viaje: RESUMEN,dbl+lbl,,,El hogar tuvo gastos en el viaje pero no respondio monto ni tramo,9
92,px22_res,PX22.Res.Gasto Total del viaje: RESUMEN,dbl+lbl,,,El hogar tuvo gastos en el viaje pero MISSING en Monto y Tramo,99
93,gasto_viaje_hogar,Gasto del Viaje efectívamente pagado por el hogar,dbl+lbl,,,El hogar no pagó nada,0
94,gasto_viaje_total,Gasto del Viaje Total,dbl,,,NA,NA
95,gasto_pc,Gasto total del viaje per cápita,dbl,,,NA,NA
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Hasta 200 (viaje),11
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 201 y 500 (viaje),12
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 501 y 1000 (viaje),13
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 1000 y 2000 (viaje),14
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 2001 y 5000 (viaje),15
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Más de 5000 (viaje),16
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Hasta 20 (visita),21
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 21 y 50 (visita),22
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 51 y 100 (visita),23
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Entre 101 y 200 (visita),24
96,gasto_viaje_total_per_capita_tramo,Gasto del viaje total per cápita en tramos,dbl+lbl,,,Más de 200 (visita),25
97,gasto_viaje_total_por_pernocte,Gasto total del viaje por pernocte,dbl,,,NA,NA
98,quintil_pcf_visitante,Quintil de ingreso per Cápita Familiar del Visitante,dbl+lbl,,,Q1 (más pobres),1
98,quintil_pcf_visitante,Quintil de ingreso per Cápita Familiar del Visitante,dbl+lbl,,,Q2,2
98,quintil_pcf_visitante,Quintil de ingreso per Cápita Familiar del Visitante,dbl+lbl,,,Q3,3
98,quintil_pcf_visitante,Quintil de ingreso per Cápita Familiar del Visitante,dbl+lbl,,,Q4,4
98,quintil_pcf_visitante,Quintil de ingreso per Cápita Familiar del Visitante,dbl+lbl,,,Q5 (más ricos),5
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Ciudad de Buenos Aires,1
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Provincia de Buenos Aires - Partidos del GBA,2
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Provincia de Buenos Aires - Resto,3
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Centro,4
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Litoral,5
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Norte,6
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Cuyo,7
99,i16_region,Región de residencia del hogar,dbl+lbl,,,Patagonia,8
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Ciudad de Buenos Aires,1
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Provincia de Buenos Aires - Partidos del GBA,2
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Provincia de Buenos Aires - Resto,3
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Centro,4
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Litoral,5
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Norte (con La Rioja),6
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Cuyo (sin La Rioja),7
100,region_origen,Región de residencia del hogar (La Rioja en Norte),dbl+lbl,,,Patagonia,8
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran La Plata,2
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Bahía Blanca - Cerri,3
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Rosario,4
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Santa Fe,5
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Parana,6
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Posadas,7
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Resistencia,8
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Comodoro Rivadavia - Rada Tilly,9
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Mendoza,10
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Corrientes,12
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Córdoba,13
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Concordia,14
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Formosa,15
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Neuquén - Plottier,17
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Santiago del Estero - La Banda,18
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Jujuy - Palpalá,19
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Río Gallegos,20
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Catamarca,22
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Salta,23
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,La Rioja,25
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,San Luis - El Chorrillo,26
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran San Juan,27
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Gran Tucumán - TafiViejo,29
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Santa Rosa - Toay,30
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Ushuaia - Rio Grande,31
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Ciudad de Buenos Aires,32
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Partidos del GBA,33
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Mar del Plata - Batán,34
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Río Cuarto,36
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,San Nicolás - Villa Constitución,38
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Rawson - Trelew,91
101,aglomerado_origen,I17_Aglo.Aglomerado,dbl+lbl,,,Viedma - Carmen de Patagones,93
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,CABA,2
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Partidos del GBA (Pcia. Bs. As.),4
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Buenos Aires (Resto),6
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Catamarca,10
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Córdoba,14
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Corrientes,18
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Chaco,22
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Chubut,26
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Entre Ríos,30
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Formosa,34
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Jujuy,38
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,La Pampa,42
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,La Rioja,46
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Mendoza,50
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Misiones,54
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Neuquén,58
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Río Negro,62
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Salta,66
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,San Juan,70
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,San Luis,74
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Santa Cruz,78
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Santa Fe,82
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Santiago Del Estero,86
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Tucumán,90
102,i19_pcia,I19_Pcia. Provincia,dbl+lbl,,,Tierra Del Fuego',94
103,p002,P002. Cantidad de miembros del hogar,dbl,,,NA,NA
104,ajuste_pcial_w_final_total_pais,NA,dbl,,,NA,NA
105,w_final_total_pais,NA,dbl,,,NA,NA
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Jefe/a,1
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Conyuge/pareja,2
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Hijo/a o hijastro/a,3
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Yerno/nuera,4
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Hermano/a,5
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Nieto/a,6
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Cuniado/a,7
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Padre/Madre o Suegro/a,8
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Otro Familiar,9
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,Otros,10
106,p004,P004.Relación de parentesco con el Jefe,dbl+lbl,,,NS/NR,99
107,p005,P005.Sexo,dbl+lbl,,,Mujer,1
107,p005,P005.Sexo,dbl+lbl,,,Varon,2
107,p005,P005.Sexo,dbl+lbl,,,NS/NR,9
108,p006,P006.Edad,dbl+lbl,,,Menos de un año,0
108,p006,P006.Edad,dbl+lbl,,,98 años o mas,98
108,p006,P006.Edad,dbl+lbl,,,NS/NR,99
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,Menos de 14 años,0
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,14 a 29 años,1
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,30 a 44 años,2
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,45 a 59 años,3
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,60 años o más,4
109,p006_agrup,P006T-Edad en tramos,dbl+lbl,,,NS/NR,99
110,p007,P007.Asistencia actual a un establecimiento educativo,dbl+lbl,,,Menor de 14 años,0
110,p007,P007.Asistencia actual a un establecimiento educativo,dbl+lbl,,,Si,1
110,p007,P007.Asistencia actual a un establecimiento educativo,dbl+lbl,,,No,2
110,p007,P007.Asistencia actual a un establecimiento educativo,dbl+lbl,,,NS/NR,9
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Menor de 14 años,0
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Sin instrucción / Nunca asistió,1
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Hasta primario incompleto,2
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Primario completo,3
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Secundario incompleto,4
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Secundario completo,5
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Terciario incompleto,6
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Terciario completo,7
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Universitario incompleto,8
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Universitario completo,9
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,Posgrado/maestría/doctorado completo o incompleto,10
111,nivel_ed,P008.Maximo nivel educativo alcanzado,dbl+lbl,,,NS/NR,99
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,Menor de 14 años,0
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,Hasta Primaria Incompleta,1
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,Primaria Completa - Secundaria Incompleta,2
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,Secundaria Completa - Superior Incompleta,3
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,Superior Completa o más,4
112,p008t,P008T-Máximo nivel educativo agrupado,dbl+lbl,,,NS/NR,99
113,p009,P009.Trabaja,dbl+lbl,,,Menor de 14 años,0
113,p009,P009.Trabaja,dbl+lbl,,,Si,1
113,p009,P009.Trabaja,dbl+lbl,,,No,2
113,p009,P009.Trabaja,dbl+lbl,,,NS/NR,9
114,p010,P010.Busca trabajo,dbl+lbl,,,Menor de 14 años,0
114,p010,P010.Busca trabajo,dbl+lbl,,,Si,1
114,p010,P010.Busca trabajo,dbl+lbl,,,No,2
114,p010,P010.Busca trabajo,dbl+lbl,,,NS/NR,9
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Menor de 14 años,0
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Jubilado/a,1
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Estudiante,2
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Ama de casa,3
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Discapacitado,4
115,p011,P011.Categoría de inactividad,dbl+lbl,,,Otro,5
115,p011,P011.Categoría de inactividad,dbl+lbl,,,NS/NR,9
116,p012,P012.Categoría ocupacional,dbl+lbl,,,Menor de 14 años,0
116,p012,P012.Categoría ocupacional,dbl+lbl,,,Patrón,1
116,p012,P012.Categoría ocupacional,dbl+lbl,,,Cuenta Propia,2
116,p012,P012.Categoría ocupacional,dbl+lbl,,,Empleado con aportes jubilatorios,3
116,p012,P012.Categoría ocupacional,dbl+lbl,,,Empleado sin aportes jubilatorios,4
116,p012,P012.Categoría ocupacional,dbl+lbl,,,"Trabajador Familiar, Ad Honorem, Otro",5
116,p012,P012.Categoría ocupacional,dbl+lbl,,,NS/NR,9
117,cond_act,Condición de actividad,dbl+lbl,,,Menor de 14 años,0
117,cond_act,Condición de actividad,dbl+lbl,,,Ocupado,1
117,cond_act,Condición de actividad,dbl+lbl,,,Desocupado,2
117,cond_act,Condición de actividad,dbl+lbl,,,Inactivo,3
117,cond_act,Condición de actividad,dbl+lbl,,,NS/NR,9
118,p013,P013.Tipo de cobertura de salud,dbl+lbl,,,"PrePaga, mutual o servicio de emergencias medicas",1
118,p013,P013.Tipo de cobertura de salud,dbl+lbl,,,Obra Social (incluye PAMI y obras sociales provinciales y municipales),2
118,p013,P013.Tipo de cobertura de salud,dbl+lbl,,,Sistema público / Ninguno,3
118,p013,P013.Tipo de cobertura de salud,dbl+lbl,,,Otro,4
118,p013,P013.Tipo de cobertura de salud,dbl+lbl,,,NS/NR,9
119,j_sexo,Sexo del Jefe,dbl+lbl,,,Mujer,1
119,j_sexo,Sexo del Jefe,dbl+lbl,,,Varón,2
120,j_edad,Edad del Jefe,dbl+lbl,,,Hasta 29 años,1
120,j_edad,Edad del Jefe,dbl+lbl,,,30 a 44 años,2
120,j_edad,Edad del Jefe,dbl+lbl,,,45 a 59 años,3
120,j_edad,Edad del Jefe,dbl+lbl,,,60 años o más,4
121,j_nivel_ed,Máximo Nivel Educativo del Jefe,dbl+lbl,,,Hasta Primaria Incompleta,1
121,j_nivel_ed,Máximo Nivel Educativo del Jefe,dbl+lbl,,,Primaria Completa - Secundaria Incompleta,2
121,j_nivel_ed,Máximo Nivel Educativo del Jefe,dbl+lbl,,,Secundaria Completa - Superior Incompleta,3
121,j_nivel_ed,Máximo Nivel Educativo del Jefe,dbl+lbl,,,Superior Completa o más,4
121,j_nivel_ed,Máximo Nivel Educativo del Jefe,dbl+lbl,,,NS/NR,99
122,j_cond_act,Condición de actividad del Jefe,dbl+lbl,,,Ocupado,1
122,j_cond_act,Condición de actividad del Jefe,dbl+lbl,,,Desocupado,2
122,j_cond_act,Condición de actividad del Jefe,dbl+lbl,,,Inactivo,3
122,j_cond_act,Condición de actividad del Jefe,dbl+lbl,,,NS/NR,9
122,j_cond_act,Condición de actividad del Jefe,dbl+lbl,,,NS/NR,99
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,CABA,2
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Partidos del GBA (Pcia. Bs. As.),4
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Buenos Aires (Resto),6
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Catamarca,10
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Córdoba,14
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Corrientes,18
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Chaco,22
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Chubut,26
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Entre Ríos,30
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Formosa,34
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Jujuy,38
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,La Pampa,42
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,La Rioja,46
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Mendoza,50
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Misiones,54
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Neuquén,58
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Río Negro,62
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Salta,66
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,San Juan,70
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,San Luis,74
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Santa Cruz,78
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Santa Fe,82
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Santiago Del Estero,86
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Tucumán,90
123,provincia_destino,Codigo de Provincia,dbl+lbl,,,Tierra Del Fuego',94
124,codigode_localidad,Codigo de Localidad,dbl,,,NA,NA
125,cod_loc_prov,Cod Loc Prov,dbl,,,NA,NA
126,localidad_destino,Nombre de localidad,chr,,,NA,NA
127,localidad_c_cod_prov,Nombre de localidad (con prefijo codPcia),chr,,,NA,NA
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Ciudad de Buenos Aires,1
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,PBA - Partidos del GBA,2
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,PBA-Interior,3
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Córdoba,4
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Litoral,5
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Norte,6
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Cuyo (con LR),7
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Patagonia,8
128,region_destino2012,Region MINTUR de destino Hasta 2012,dbl+lbl,,,Exterior,10
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Ciudad de Buenos Aires,1
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,PBA - Partidos del GBA,2
